id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
302d6tl8489gz065shx45p4q,t47z44s6-10k2-1800-ex87-666f5y3373u8,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/056u3f72-p397-25bv-5y7t-f381mj0t3940/content/056u3f72-p397-25bv-5y7t-f381mj0t3940,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/056u3f72-p397-25bv-5y7t-f381mj0t3940/content/056u3f72-p397-25bv-5y7t-f381mj0t3940,2,vbaird48.pdf,00866t00-5i07-4484-3f45-s18b2502dl51,41064j27-m764-4vc6-gk1g-zfv1333p65jb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/e66emw42-a5f1-4000-07h6-474948y7y297/thumbs/e66emw42-a5f1-4000-07h6-474948y7y297,0.0,0.0,200,153,15.1,32.1,185,138,Cyan,Overprint,LINE,OPAQUE,0.9,PREFLIGHT_OK,2,2017-08-28 22:37:13,Magenta,Overprint,LINE,UNSPECIFIED,0.17,Yellow,Unchanged,LINE,UNSPECIFIED,0.9,Black,Knockout,LINE,NORMAL,0.8,24_Karat,0.04,0.1,0.01,0.0,Overprint,LACK,NORMAL,0.04,58,0,2.22,1.3,F39,0.52,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
808y1yq3462bx693rni28w6t,t52b77q4-98t5-2049-zn65-704a1a2813r2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/579w9m72-i615-10sj-9d1m-a351ai1m4294/content/579w9m72-i615-10sj-9d1m-a351ai1m4294,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/579w9m72-i615-10sj-9d1m-a351ai1m4294/content/579w9m72-i615-10sj-9d1m-a351ai1m4294,1,aplascott49.pdf,12914a08-5k05-8114-2r16-n32d2720ik63,72023n67-o379-3zn2-mq9l-qwt2671l47im,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/b63qls24-e8j8-5748-25x8-251211w1v150/thumbs/b63qls24-e8j8-5748-25x8-251211w1v150,0.0,0.0,138,202,20.1,32.1,123,190,Cyan,Unspecified,LINE,NORMAL,0.25,PREFLIGHT_OK,1,2019-12-03 23:48:31,Magenta,Overprint,LACK,OPAQUE,0.74,Yellow,Unchanged,LACK,TRANSPARENT,0.99,Black,Overprint,LACK,TRANSPARENT,0.79,VarGlos,0.02,0.05,0.08,0.0,Knockout,LINE,OPAQUE,0.01,60,0,2.98,1.5,F51,0.38,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
376b8ol8965pd887gov34f5m,p71n45c3-21s8-6380-tp71-413v5c4142u4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/613j0t21-l996-09gz-8j1d-g103ng4r2032/content/613j0t21-l996-09gz-8j1d-g103ng4r2032,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/613j0t21-l996-09gz-8j1d-g103ng4r2032/content/613j0t21-l996-09gz-8j1d-g103ng4r2032,1,jmathiot4a.pdf,66866k54-4j55-6480-9s95-j39n3881pt62,92856o21-d103-7qp3-pt9n-ruy0380i50eo,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/m23raq43-g3n9-3528-52m0-316602f1w631/thumbs/m23raq43-g3n9-3528-52m0-316602f1w631,0.0,0.0,138,105,20.1,41.17,125,92,Cyan,Unchanged,LACK,TRANSPARENT,0.31,PREFLIGHT_OK,2,2017-05-27 14:09:35,Magenta,Overprint,LACK,UNSPECIFIED,0.32,Yellow,Unspecified,PRINTING,OPAQUE,0.7,Black,Knockout,PRINTING,NORMAL,0.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,0,2.21,1.3,F47,0.32,1,Freies_Format,Einseitig,angestrichen_altes_Profil,etikett
889h6zm9793uz392wnd06u4k,r74q19a7-25h3-6714-ng04-351b0y3110m2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/374m8o76-h438-67fv-9o4c-c277lj0c5329/content/374m8o76-h438-67fv-9o4c-c277lj0c5329,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/374m8o76-h438-67fv-9o4c-c277lj0c5329/content/374m8o76-h438-67fv-9o4c-c277lj0c5329,2,tbottrill4b.pdf,17412g03-3p94-1095-6q45-v36u5672to95,53171w45-l501-5vo0-xj4l-wvq7882y86lq,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/d97bks21-a7l0-1442-99h2-861496v9d921/thumbs/d97bks21-a7l0-1442-99h2-861496v9d921,0.0,0.0,200,153,20.1,32.1,188,139,Black,Unchanged,LACK,OPAQUE,0.38,PREFLIGHT_OK,1,2016-05-18 17:03:53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,0,2.55,1.3,F51,0.96,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
238v8cg5823ja921yej50m7k,n74m54l2-87k9-8895-qh83-113d6f4104g6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/874l8v61-r995-74ii-2g3l-a025lm1m7894/content/874l8v61-r995-74ii-2g3l-a025lm1m7894,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/874l8v61-r995-74ii-2g3l-a025lm1m7894/content/874l8v61-r995-74ii-2g3l-a025lm1m7894,2,ljakolevitch4c.pdf,54761c84-3c73-7606-8i45-x87d5315sp36,24259x94-v084-4tv6-qi1l-qxm3183n64jq,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i46wyk02-n0o1-0986-76f0-089733h9k082/thumbs/i46wyk02-n0o1-0986-76f0-089733h9k082,0.0,0.0,200,153,20.1,41.17,188,141,Black,Knockout,PRINTING,UNSPECIFIED,0.79,PREFLIGHT_OK,1,2020-01-13 19:53:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MLS,0.07,0.1,0.01,0.0,Unchanged,PRINTING,UNSPECIFIED,0.11,65,0,2.47,1.3,F47,0.73,1,Freies_Format,Einseitig,angestrichen_altes_Profil,etikett
798f1kk2026vh708myr79p2t,v07h85s4-70v7-9030-tw57-907n9d9340b7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/150r3m07-u905-17rx-2b1c-b874yo5r1318/content/150r3m07-u905-17rx-2b1c-b874yo5r1318,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/150r3m07-u905-17rx-2b1c-b874yo5r1318/content/150r3m07-u905-17rx-2b1c-b874yo5r1318,2,ckenington4d.pdf,34373s11-5s52-4628-3m55-t17v2149iq89,15525h02-c529-1ps7-ot1x-bpm7456j46cn,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/t45iph23-p8l2-7440-00g5-280333h4p869/thumbs/t45iph23-p8l2-7440-00g5-280333h4p869,0.0,0.0,138,104,15.1,41.17,122,91,Black,Knockout,PRINTING,NORMAL,0.65,PREFLIGHT_OK,2,2016-11-09 04:37:28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,0,10,1.3,F39,0.65,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
991e6pk5413kx851xqr57l3n,c39t05v8-35f0-9353-gf83-592m3h1080d5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/080k6q10-j016-83bl-6z6z-m860mx5q5501/content/080k6q10-j016-83bl-6z6z-m860mx5q5501,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/080k6q10-j016-83bl-6z6z-m860mx5q5501/content/080k6q10-j016-83bl-6z6z-m860mx5q5501,2,abaterip4e.pdf,38608r05-5l81-0346-8u00-q74c8530an49,14800s49-k777-8yj4-vv7o-bsi2038a64nw,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/a21byj00-g4h6-1842-44d4-819550p2u643/thumbs/a21byj00-g4h6-1842-44d4-819550p2u643,0.0,0.0,200,153,15.1,41.17,187,138,Cyan,Unspecified,LINE,TRANSPARENT,0.28,PREFLIGHT_OK,2,2015-02-27 02:44:15,Magenta,Unspecified,LINE,NORMAL,0.04,Yellow,Unspecified,LINE,TRANSPARENT,0.55,Black,Unchanged,LINE,UNSPECIFIED,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,0,2.4,1.3,F78,0.3,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
739q8ic0035pe977yup67m1r,n40d94z0-40q6-6232-mi59-442q0e5896s2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/007m4p76-k342-61wj-4i9u-l004im8o8672/content/007m4p76-k342-61wj-4i9u-l004im8o8672,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/007m4p76-k342-61wj-4i9u-l004im8o8672/content/007m4p76-k342-61wj-4i9u-l004im8o8672,2,kcattel4f.pdf,09533x26-9w12-2829-2z78-w49a5220qw21,32070k84-c934-7xn1-zl5s-gkx7435a27kb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/y58cym26-b6k1-1581-68z9-444226e2b814/thumbs/y58cym26-b6k1-1581-68z9-444226e2b814,0.0,0.0,210,153,15.1,41.17,196,138,Cyan,Knockout,LINE,NORMAL,0.17,PREFLIGHT_OK,2,2020-08-19 19:45:34,Magenta,Unspecified,PRINTING,TRANSPARENT,0.3,Yellow,Unspecified,LINE,OPAQUE,0.7,Black,Overprint,PRINTING,TRANSPARENT,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,0,2.96,1.4,F78,0.39,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
646m7ru9685qf289wia32q1g,z30y16d6-47e7-9303-pl76-447k3c5913l9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/279x5p53-v086-81qs-2s4k-y183nl6x9930/content/279x5p53-v086-81qs-2s4k-y183nl6x9930,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/279x5p53-v086-81qs-2s4k-y183nl6x9930/content/279x5p53-v086-81qs-2s4k-y183nl6x9930,1,bmanuaud4g.pdf,69244z39-2l69-1984-7b47-v46n3968ta38,05481h27-v848-1gm8-qn4q-oiq5763h80va,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/m77bxn65-m9j2-9656-06f0-209156h5d444/thumbs/m77bxn65-m9j2-9656-06f0-209156h5d444,0.0,0.0,49,175,15.1,41.17,37,159,Black,Unspecified,LINE,NORMAL,0.7,PREFLIGHT_OK,1,2020-07-23 04:53:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24_Karat,0.03,0.06,0.09,0.0,Unchanged,PRINTING,TRANSPARENT,0.41,61,0,2.45,3.6,F39,0.18,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
973a0xx1214uh883osn38q3w,t55x41x8-29o7-4211-qt21-697f7q6457d1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/949h2s81-e301-20am-5y1h-r782tm0z8473/content/949h2s81-e301-20am-5y1h-r782tm0z8473,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/949h2s81-e301-20am-5y1h-r782tm0z8473/content/949h2s81-e301-20am-5y1h-r782tm0z8473,1,stumelty4h.pdf,89414x46-1j68-7103-7k53-o79x0864ps30,48163q17-f520-4it8-vx6v-qkg4831y75tk,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p20nsw93-d7o1-1465-95y4-206160x4q259/thumbs/p20nsw93-d7o1-1465-95y4-206160x4q259,0.0,0.0,138,202,20.1,32.1,125,187,Cyan,Knockout,LINE,UNSPECIFIED,0.0,PREFLIGHT_OK,2,2021-10-04 14:48:18,Magenta,Overprint,LINE,TRANSPARENT,0.39,Yellow,Unchanged,PRINTING,OPAQUE,0.63,Black,Unchanged,LACK,NORMAL,0.21,Carrot,0.04,0.03,0.08,0.0,Unspecified,LINE,UNSPECIFIED,0.86,51,0,2.54,1.5,F51,0.92,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
421v4nf3959zc354nlt77v1k,b19g92b2-05b7-4512-fq04-888h3p9705u4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/367g4r33-m510-59uv-5i6h-y563pb0i8677/content/367g4r33-m510-59uv-5i6h-y563pb0i8677,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/367g4r33-m510-59uv-5i6h-y563pb0i8677/content/367g4r33-m510-59uv-5i6h-y563pb0i8677,1,abond4i.pdf,68192m28-0w08-8968-4q76-x15m9798tz68,71385h18-x911-9zn4-nx3j-gra0698t36ii,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i68qfq44-r9k7-5115-85g8-321279t4s366/thumbs/i68qfq44-r9k7-5115-85g8-321279t4s366,0.0,0.0,49,153,20.1,41.17,35,137,Cyan,Unchanged,PRINTING,OPAQUE,0.05,PREFLIGHT_OK,1,2016-12-06 22:44:09,Magenta,Overprint,PRINTING,NORMAL,0.8,Yellow,Overprint,PRINTING,TRANSPARENT,0.55,Black,Unchanged,LINE,OPAQUE,0.53,MLS,0.08,0.02,0.05,0.0,Knockout,LINE,TRANSPARENT,0.19,62,0,2.44,3.1,F47,0.72,1,Freies_Format,Einseitig,angestrichen_altes_Profil,etikett
789g8cv8255vk271fyj85s9t,p92a67p7-97d3-2165-bs12-196u7r3987g7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/067s7f96-a484-82sg-0a4b-p631dq3r9126/content/067s7f96-a484-82sg-0a4b-p631dq3r9126,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/067s7f96-a484-82sg-0a4b-p631dq3r9126/content/067s7f96-a484-82sg-0a4b-p631dq3r9126,2,vfries4j.pdf,30853q56-4l64-8548-0v42-u65i7422ha50,48075h88-z536-5dh2-zc8c-nbc8966d23kv,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z91waa84-n9d5-5540-41o9-275901f3g784/thumbs/z91waa84-n9d5-5540-41o9-275901f3g784,0.0,0.0,148,105,15.1,41.17,133,90,Cyan,Unspecified,PRINTING,TRANSPARENT,0.41,PREFLIGHT_OK,2,2019-04-03 23:26:22,Magenta,Unchanged,LINE,TRANSPARENT,0.32,Yellow,Unspecified,LINE,NORMAL,0.02,Black,Knockout,LINE,TRANSPARENT,0.54,Lime,0.02,0.05,0.08,0.0,Knockout,LINE,OPAQUE,0.21,40,0,2.94,1.4,F51,0.03,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
074e1jw1521ql524zyj60v6l,s28q43i4-12z8-6796-hn27-560k7v1976w4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/752s4c40-p137-47qa-7v4y-d235mu4n0567/content/752s4c40-p137-47qa-7v4y-d235mu4n0567,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/752s4c40-p137-47qa-7v4y-d235mu4n0567/content/752s4c40-p137-47qa-7v4y-d235mu4n0567,2,sfleming4k.pdf,81623c33-7q18-3695-0z99-g88v7033fz16,06283l61-n620-8yo3-kz9k-kld1995l95bn,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i10cls89-y6h2-7371-39c8-233862l6e650/thumbs/i10cls89-y6h2-7371-39c8-233862l6e650,0.0,0.0,33,175,20.1,32.1,20,160,Black,Overprint,LACK,TRANSPARENT,0.05,PREFLIGHT_OK,1,2021-04-09 23:50:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,0,2.74,5.3,undefinde,0.5,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
733o8jf6390ny302obd89t9z,m91m98u1-21j7-4378-wh91-517u3v7109q5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/606x4w47-m739-11mj-6q9t-m349hp9c1381/content/606x4w47-m739-11mj-6q9t-m349hp9c1381,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/606x4w47-m739-11mj-6q9t-m349hp9c1381/content/606x4w47-m739-11mj-6q9t-m349hp9c1381,2,cgammell4l.pdf,48854v73-6h03-8910-3e02-r25z5851oc28,43046q32-b140-6rt2-fw1x-qay0361u41ux,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/a44jij24-c0f6-3152-40y8-848847k7v110/thumbs/a44jij24-c0f6-3152-40y8-848847k7v110,0.0,0.0,210,105,20.1,32.1,197,89,Cyan,Knockout,LACK,NORMAL,0.19,PREFLIGHT_OK,1,2018-01-16 03:12:25,Magenta,Overprint,PRINTING,NORMAL,0.78,Yellow,Unchanged,LACK,UNSPECIFIED,0.35,Black,Unspecified,PRINTING,NORMAL,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,0,2.33,2,F78,0.4,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
572l8uq7022xg070byf74m1x,a01r84i6-81f4-2351-fx95-652q6m4847e6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/916b0h84-t140-26nu-8v0a-r138fb6x2315/content/916b0h84-t140-26nu-8v0a-r138fb6x2315,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/916b0h84-t140-26nu-8v0a-r138fb6x2315/content/916b0h84-t140-26nu-8v0a-r138fb6x2315,2,kjerrard4m.pdf,06559n40-3y86-3341-3l88-m32j5118rp83,23228z37-i356-4sl0-yp0h-brh3952b21wv,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/e16vbu07-b5q8-4848-94x3-928041b5f421/thumbs/e16vbu07-b5q8-4848-94x3-928041b5f421,0.0,0.0,33,175,15.1,41.17,19,164,Black,Knockout,LACK,OPAQUE,0.02,PREFLIGHT_OK,1,2019-10-18 11:03:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24_Karat,0.01,0.03,0.09,0.0,Overprint,PRINTING,NORMAL,0.49,63,0,2.38,5.3,F78,0.94,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
378s3sv2873sc142ney97g8y,p79n62t2-39d1-3320-ji83-944t1f0745x6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/533n6i45-w036-76eu-3o9s-r953rx4a8237/content/533n6i45-w036-76eu-3o9s-r953rx4a8237,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/533n6i45-w036-76eu-3o9s-r953rx4a8237/content/533n6i45-w036-76eu-3o9s-r953rx4a8237,2,gpidon4n.pdf,03450u86-6r49-9886-5p46-u94c7218ps94,52781i67-c980-6li1-uv7z-gyj7165x77sw,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/r40gzi05-i3g2-9543-80r7-404030f9d762/thumbs/r40gzi05-i3g2-9543-80r7-404030f9d762,0.0,0.0,187,104,15.1,32.1,171,90,Black,Unchanged,LINE,NORMAL,0.43,PREFLIGHT_OK,1,2015-08-18 10:10:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100_MPH,0.06,0.05,0.06,0.0,Overprint,PRINTING,OPAQUE,0.76,52,0,2.07,1.8,F47,0.93,1,Freies_Format,Einseitig,angestrichen_altes_Profil,etikett
434n3gv7095io075mha89g7l,l11d59h8-25u8-3533-oj01-944p0o0681k0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/683w8o88-p476-95wx-5q2j-z906lc5a4323/content/683w8o88-p476-95wx-5q2j-z906lc5a4323,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/683w8o88-p476-95wx-5q2j-z906lc5a4323/content/683w8o88-p476-95wx-5q2j-z906lc5a4323,1,sklaassens4o.pdf,98354q81-9z32-3551-6y56-r62z0682vq88,57781p61-o712-0jr5-vq1i-ric0793p78xh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/c35pcs80-y7i3-1152-78f0-881998g0t153/thumbs/c35pcs80-y7i3-1152-78f0-881998g0t153,0.0,0.0,200,153,15.1,41.17,186,143,Black,Unchanged,PRINTING,UNSPECIFIED,0.3,PREFLIGHT_OK,1,2015-07-20 20:00:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,0,2.99,1.3,F78,0.48,1,Freies_Format,Einseitig,angestrichen_altes_Profil,etikett
843d4io4444ll866jdb17u0l,n37e90y7-78a0-4023-co74-480w0o1354c1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/288y9z30-a166-18gj-6u7v-v688sv3p0950/content/288y9z30-a166-18gj-6u7v-v688sv3p0950,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/288y9z30-a166-18gj-6u7v-v688sv3p0950/content/288y9z30-a166-18gj-6u7v-v688sv3p0950,2,khryniewicz4p.pdf,85834e71-2i74-5754-9v28-o11j8037xy85,42424b60-a809-5bv7-nu4m-edd3658t19mz,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k21ujr46-l5h7-8079-15c6-175430l2s221/thumbs/k21ujr46-l5h7-8079-15c6-175430l2s221,0.0,0.0,49,105,20.1,41.17,35,90,Cyan,Overprint,PRINTING,TRANSPARENT,0.74,PREFLIGHT_OK,1,2018-06-01 15:47:56,Magenta,Unchanged,LACK,NORMAL,0.71,Yellow,Unchanged,LINE,UNSPECIFIED,0.82,Black,Unspecified,LINE,OPAQUE,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,0,2.14,2.1,F51,0.55,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
468i1xp1893bl840krk37s2y,a95w58a3-57k1-4358-ch42-559b5e8997b4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/559b7z92-b569-12at-5q0o-j276ku6a5777/content/559b7z92-b569-12at-5q0o-j276ku6a5777,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/559b7z92-b569-12at-5q0o-j276ku6a5777/content/559b7z92-b569-12at-5q0o-j276ku6a5777,1,dtopley4q.pdf,92769o65-5a10-4482-1x68-i94u5537ic03,57597b39-d523-3ha8-mv4k-bsx2300u64hs,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/t59dsq85-t9a3-1751-41w1-273698o3d539/thumbs/t59dsq85-t9a3-1751-41w1-273698o3d539,0.0,0.0,148,105,15.1,32.1,133,95,Black,Overprint,LACK,OPAQUE,0.74,PREFLIGHT_OK,2,2020-10-09 16:24:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HD_Grau,0,0,0,302,Overprint,LACK,OPAQUE,0.36,40,0,2.61,1.4,F51,0.51,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
566w3dk4713ji264wnj46v8e,b91p16f1-65w4-4136-kj08-453a8q4016n3,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/124q7e10-u804-33fh-4j2g-j763qi8k3141/content/124q7e10-u804-33fh-4j2g-j763qi8k3141,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/124q7e10-u804-33fh-4j2g-j763qi8k3141/content/124q7e10-u804-33fh-4j2g-j763qi8k3141,1,ajardin4r.pdf,19393c95-0m18-4402-8k21-k60h4220nd50,54573j33-o365-7wf6-ug8a-cfo9577i82pq,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j51env04-u9o6-5634-00q1-722588j2i579/thumbs/j51env04-u9o6-5634-00q1-722588j2i579,0.0,0.0,138,105,15.1,41.17,122,89,Black,Unchanged,LINE,OPAQUE,0.72,PREFLIGHT_OK,2,2021-06-05 03:38:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lime,0.04,0.02,0.01,0.0,Unchanged,LACK,TRANSPARENT,0.28,55,0,2.38,1.3,F39,0.48,1,Freies_Format,Einseitig,gestrichen_altes_Profil,etikett
084x3bd0635qr805xvm09d2u,s29c41r7-04i2-9521-sy71-587x9w6003u9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/145w1y91-i165-17hg-5x2q-x074qm5n1833/content/145w1y91-i165-17hg-5x2q-x074qm5n1833,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/145w1y91-i165-17hg-5x2q-x074qm5n1833/content/145w1y91-i165-17hg-5x2q-x074qm5n1833,1,dloalday4s.pdf,73911q35-1g93-9572-8d29-c19a2424ev69,94366i73-t131-0su8-eg6r-ggc0273t47nh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/o01yst98-z1y7-0853-98b1-342615u0t495/thumbs/o01yst98-z1y7-0853-98b1-342615u0t495,0.0,0.0,138,202,20.1,32.1,125,188,Cyan,Overprint,LINE,OPAQUE,0.14,PREFLIGHT_OK,1,2017-12-12 18:00:34,Magenta,Overprint,PRINTING,OPAQUE,0.15,Yellow,Overprint,LINE,OPAQUE,0.63,Black,Overprint,PRINTING,OPAQUE,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,0,2.09,1.5,F51,0.24,1,Freies_Format,Einseitig,gestrichen_neues_Profil,etikett
