id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
450l5ry5759oh767aoj75x5j,d70m50k1-38n9-1289-fs21-474t9x9484b5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/127q8v98-r440-34ml-7x0q-g525rf1z5200/content/127q8v98-r440-34ml-7x0q-g525rf1z5200,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/127q8v98-r440-34ml-7x0q-g525rf1z5200/content/127q8v98-r440-34ml-7x0q-g525rf1z5200,2,pgilmour3z.pdf,68870p30-6e60-9479-8l39-b85u2914aj05,50714m60-n342-4rw4-ah1k-aiv2386t70eb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z80sgd42-q0o0-4984-66v1-108026d1p997/thumbs/z80sgd42-q0o0-4984-66v1-108026d1p997,0.0,0.0,105,153,20.1,41.17,93,141,Cyan,Unchanged,LINE,NORMAL,0.69,PREFLIGHT_OK,2,2016-08-11 01:38:10,Magenta,Unspecified,LACK,UNSPECIFIED,0.25,Yellow,Unspecified,LACK,UNSPECIFIED,0.52,Black,Unspecified,LACK,UNSPECIFIED,0.15,100_MPH,0.05,0.01,0.07,0.0,Unspecified,LACK,OPAQUE,0.23,8.96,1,5.0,1.5,F47,0.49,1,DIN_A6_Hoch,Einseitig,angestrichen_altes_Profil,flyer
164c6qt5424ph820zej21e8o,s00k83u7-68i0-3018-ib57-042s3x0059f6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/442z9r31-z917-29bg-4u4o-w708xa8v7588/content/442z9r31-z917-29bg-4u4o-w708xa8v7588,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/442z9r31-z917-29bg-4u4o-w708xa8v7588/content/442z9r31-z917-29bg-4u4o-w708xa8v7588,2,sbailie40.pdf,71428a64-2k51-3595-5e87-n05f5116ot51,23134r18-l995-0zd1-qs8p-fvc3974n23fp,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k79waa46-q8q3-4237-11b5-413169t5y205/thumbs/k79waa46-q8q3-4237-11b5-413169t5y205,0.0,0.0,210,153,20.1,41.17,196,137,Cyan,Knockout,LACK,NORMAL,0.81,PREFLIGHT_OK,2,2020-02-12 03:28:45,Magenta,Overprint,PRINTING,TRANSPARENT,0.11,Yellow,Unspecified,PRINTING,OPAQUE,0.63,Black,Unchanged,PRINTING,NORMAL,0.36,24_Karat,0.1,0.04,0.08,0.0,Unspecified,LINE,TRANSPARENT,0.15,2.53,1,1,1.4,F47,0.0,1,DIN_A4_Hoch,Einseitig,angestrichen_altes_Profil,flyer
362t2qz5459sy033sue58x0u,n25g80v4-34u9-2209-ny72-498k3h9637p5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/284o1m18-m009-83rx-4s8y-c506dk9o7585/content/284o1m18-m009-83rx-4s8y-c506dk9o7585,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/284o1m18-m009-83rx-4s8y-c506dk9o7585/content/284o1m18-m009-83rx-4s8y-c506dk9o7585,1,jiacovucci41.pdf,20161x89-6x81-8653-4c03-a20h0146sl62,02051a02-b068-1uv1-as3k-dyn1889b90qh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/a16jtl07-s8r1-7467-39x9-425646w8t145/thumbs/a16jtl07-s8r1-7467-39x9-425646w8t145,0.0,0.0,148,210,15.1,32.1,135,195,Cyan,Knockout,LACK,NORMAL,0.92,PREFLIGHT_OK,2,2015-12-16 20:18:10,Magenta,Unchanged,LINE,NORMAL,0.71,Yellow,Overprint,PRINTING,OPAQUE,0.49,Black,Unchanged,LINE,OPAQUE,0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.66,0,5.0,1.4,F47,0.81,2,DIN_A5_Hoch,Doppelseitig,angestrichen_altes_Profil,flyer
896u3zh7750fn013wru77m0y,e84a08g8-45v4-6174-wh53-851v4t1384k5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/026t7l97-d352-39mg-9i5k-r756ta1v0061/content/026t7l97-d352-39mg-9i5k-r756ta1v0061,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/026t7l97-d352-39mg-9i5k-r756ta1v0061/content/026t7l97-d352-39mg-9i5k-r756ta1v0061,1,gdradey42.pdf,53819t90-8d66-4031-0y63-n68p5535qj35,36858l73-q088-5cx6-kq0p-bsy8796p77oy,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k37wjq19-u2s4-3073-11t6-009472c1y260/thumbs/k37wjq19-u2s4-3073-11t6-009472c1y260,0.0,0.0,187,104,20.1,41.17,176,90,Cyan,Unchanged,LACK,UNSPECIFIED,0.16,PREFLIGHT_OK,2,2016-09-16 02:58:12,Magenta,Knockout,LINE,TRANSPARENT,0.94,Yellow,Unspecified,LACK,OPAQUE,0.85,Black,Unchanged,PRINTING,OPAQUE,0.88,MLS,0.05,0.03,0.01,0.0,Overprint,PRINTING,UNSPECIFIED,0.68,20.89,0,20,1.8,F39,0.1,2,Freies_Format,Doppelseitig,gestrichen_altes_Profil,flyer
756i1cj7189ht742aha99f3b,j58j97f7-34e0-9881-ix60-938v8y4808g1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/186z7r43-b642-58np-5u5e-h437se3o1645/content/186z7r43-b642-58np-5u5e-h437se3o1645,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/186z7r43-b642-58np-5u5e-h437se3o1645/content/186z7r43-b642-58np-5u5e-h437se3o1645,1,rkestin43.pdf,62753m70-2q01-2033-4u81-s78y6192gp49,66866y39-y206-1ym4-be8t-irx5164i24ew,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/c13wot60-s8b7-7827-85l8-859662n3w863/thumbs/c13wot60-s8b7-7827-85l8-859662n3w863,0.0,0.0,195,175,15.1,41.17,183,164,Cyan,Unchanged,PRINTING,UNSPECIFIED,0.38,PREFLIGHT_OK,2,2016-11-12 05:40:34,Magenta,Overprint,LACK,TRANSPARENT,0.89,Yellow,Overprint,LINE,NORMAL,0.09,Black,Knockout,PRINTING,NORMAL,0.79,Carrot,0.03,0.05,0.06,0.0,Unchanged,PRINTING,OPAQUE,0.17,16.86,0,5.0,1.1,F47,0.03,1,Freies_Format,Einseitig,angestrichen_altes_Profil,flyer
101t0nk4943xx503nzy32v9a,d03y57b1-42w4-7300-bq78-167n0l2061c9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/633x2p35-a853-41zz-5r2w-q601ls6e2009/content/633x2p35-a853-41zz-5r2w-q601ls6e2009,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/633x2p35-a853-41zz-5r2w-q601ls6e2009/content/633x2p35-a853-41zz-5r2w-q601ls6e2009,1,jdyott44.pdf,89209m39-8s08-4856-4c99-q16h7395gf06,78662j00-w989-0rs8-kv5j-tzg7820a74dv,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u25ble11-m2f5-6509-10c9-273626d9k464/thumbs/u25ble11-m2f5-6509-10c9-273626d9k464,0.0,0.0,187,104,20.1,32.1,176,89,Cyan,Unspecified,LACK,NORMAL,0.16,PREFLIGHT_OK,2,2016-08-05 17:44:24,Magenta,Overprint,LINE,UNSPECIFIED,0.62,Yellow,Overprint,PRINTING,TRANSPARENT,0.22,Black,Unchanged,PRINTING,UNSPECIFIED,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.01,1,5.0,1.8,F47,0.46,2,Freies_Format,Doppelseitig,angestrichen_altes_Profil,flyer
987w6fu3661xh865akt46x9w,g96r14x1-72y0-8889-sl13-020q2e7593c4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/062q9o02-g306-86nl-1j4h-c287dq6s9490/content/062q9o02-g306-86nl-1j4h-c287dq6s9490,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/062q9o02-g306-86nl-1j4h-c287dq6s9490/content/062q9o02-g306-86nl-1j4h-c287dq6s9490,1,rbannester45.pdf,52286l70-3u28-1439-7l14-j01a7790hz99,86005w77-w234-2so7-kb7o-nyu4878y33jb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p81hdc99-b9c5-6252-94r9-388232k1k660/thumbs/p81hdc99-b9c5-6252-94r9-388232k1k660,0.0,0.0,148,104,20.1,32.1,135,89,Cyan,Knockout,PRINTING,UNSPECIFIED,0.71,PREFLIGHT_OK,2,2020-09-16 22:52:20,Magenta,Overprint,LACK,OPAQUE,0.96,Yellow,Knockout,LACK,NORMAL,0.2,Black,Unchanged,LINE,TRANSPARENT,0.22,Mint,0.02,0.02,0.09,0.0,Unspecified,PRINTING,NORMAL,0.36,8.65,2,5.0,1.4,undefinde,0.51,1,DIN_A5_Hoch,Einseitig,angestrichen_neues_Profil,flyer
197z6gg7112nk887saq22m5e,a98a35b3-62g9-3225-ul05-584l4m5515e6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/060w7n16-g239-88hf-0v5n-o856sb3z9155/content/060w7n16-g239-88hf-0v5n-o856sb3z9155,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/060w7n16-g239-88hf-0v5n-o856sb3z9155/content/060w7n16-g239-88hf-0v5n-o856sb3z9155,2,mbolens46.pdf,79746v07-3a11-6586-3w61-m64w2771ui83,30385y63-g006-5wt5-jm7t-pwn0365d21ud,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/n78oig87-f5c4-2730-32r4-338608x3v051/thumbs/n78oig87-f5c4-2730-32r4-338608x3v051,0.0,0.0,297,153,20.1,41.17,283,142,Cyan,Unspecified,LINE,TRANSPARENT,0.06,PREFLIGHT_OK,1,2020-06-05 23:54:08,Magenta,Overprint,LACK,TRANSPARENT,0.3,Yellow,Unchanged,LACK,OPAQUE,0.44,Black,Knockout,LINE,TRANSPARENT,0.01,VarGlos,0.06,0.04,0.09,0.0,Unspecified,LINE,OPAQUE,0.22,21.29,0,5.0,1.9,F52,0.36,2,DIN_A4_Quer,Doppelseitig,angestrichen_neues_Profil,flyer
579j0ty1072vw563koc51c6p,q41n73e4-87h9-7755-ct36-545u6t1685k1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/766x7d54-p712-90lt-1l3i-w120ny5b0299/content/766x7d54-p712-90lt-1l3i-w120ny5b0299,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/766x7d54-p712-90lt-1l3i-w120ny5b0299/content/766x7d54-p712-90lt-1l3i-w120ny5b0299,1,bgrimsey47.pdf,55993s15-2f64-3051-6d89-c23w8424mq35,10510j75-r696-5qx9-ky2q-fni1766c78fh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j25jwr05-l1m7-8375-12i8-950198g0p053/thumbs/j25jwr05-l1m7-8375-12i8-950198g0p053,0.0,0.0,148,210,20.1,32.1,132,194,Cyan,Overprint,PRINTING,UNSPECIFIED,0.76,PREFLIGHT_OK,2,2017-08-01 12:27:07,Magenta,Overprint,LINE,NORMAL,0.31,Yellow,Unspecified,LINE,OPAQUE,0.6,Black,Knockout,LINE,OPAQUE,0.96,Lime,0.03,0.04,0.04,0.0,Unchanged,PRINTING,TRANSPARENT,0.76,12.69,0,5.0,1.4,F52,0.36,1,DIN_A5_Hoch,Einseitig,angestrichen_neues_Profil,flyer
155i1de4635hc515vjc89d3p,o96v86q4-65p4-4388-lg15-479x6b3985e2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/828m6l29-h511-95ge-8y7r-j312fk4c2650/content/828m6l29-h511-95ge-8y7r-j312fk4c2650,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/828m6l29-h511-95ge-8y7r-j312fk4c2650/content/828m6l29-h511-95ge-8y7r-j312fk4c2650,2,fmoakler48.pdf,17844e86-3x51-8469-4d88-f53r0429ef91,86993u25-q317-5do6-gd8p-kso3996l93ni,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/h22euk99-x1m6-8502-94k7-988789q3a649/thumbs/h22euk99-x1m6-8502-94k7-988789q3a649,0.0,0.0,210,297,15.1,32.1,199,286,Cyan,Unspecified,LINE,NORMAL,0.79,PREFLIGHT_OK,2,2018-07-04 09:09:54,Magenta,Overprint,PRINTING,TRANSPARENT,0.54,Yellow,Unchanged,PRINTING,UNSPECIFIED,0.14,Black,Unspecified,PRINTING,TRANSPARENT,0.97,Sky,0.06,0.03,0.01,0.0,Unspecified,LACK,TRANSPARENT,0.86,15.3,2,5.0,1.4,undefinde,0.34,2,DIN_A4_Hoch,Doppelseitig,gestrichen_altes_Profil,flyer
165j2jb8174lj782spr24w0o,g72i54c9-01l6-7777-mf02-794c1l7968r9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/259e5e60-t353-98hm-3e0v-q815vc4x3314/content/259e5e60-t353-98hm-3e0v-q815vc4x3314,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/259e5e60-t353-98hm-3e0v-q815vc4x3314/content/259e5e60-t353-98hm-3e0v-q815vc4x3314,2,gbisp49.pdf,76785c48-3b71-5546-2e72-l32r3193qk24,90700h14-n135-0hp3-zn6k-ldl0031c97lc,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/r55mrg05-i0g1-6263-71t7-518485w8p568/thumbs/r55mrg05-i0g1-6263-71t7-518485w8p568,0.0,0.0,187,104,15.1,32.1,172,92,Cyan,Overprint,LINE,TRANSPARENT,0.32,PREFLIGHT_OK,2,2016-08-07 09:24:24,Magenta,Unspecified,LACK,NORMAL,0.78,Yellow,Unspecified,PRINTING,NORMAL,0.02,Black,Knockout,LINE,NORMAL,0.07,100_MPH,0.03,0.03,0.1,0.0,Unspecified,PRINTING,UNSPECIFIED,0.38,6.72,0,20,1.8,F47,0.14,1,Freies_Format,Einseitig,angestrichen_altes_Profil,flyer
314e9hg5800hf350ehb96a0s,f33e58q9-10b7-1251-zr10-931q0w4453u5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/197u0d87-g998-12xb-0z0z-q072zb7f1109/content/197u0d87-g998-12xb-0z0z-q072zb7f1109,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/197u0d87-g998-12xb-0z0z-q072zb7f1109/content/197u0d87-g998-12xb-0z0z-q072zb7f1109,1,ttofpik4a.pdf,29831z27-3n74-4880-6l29-e29m4594tz35,55749d10-y359-9gd4-qn4i-ehx1941b17mz,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/q78ghg65-d4m6-4110-05z5-747037f8c893/thumbs/q78ghg65-d4m6-4110-05z5-747037f8c893,0.0,0.0,105,175,20.1,41.17,92,162,Cyan,Unspecified,LACK,NORMAL,0.06,PREFLIGHT_OK,2,2017-12-21 19:32:20,Magenta,Unspecified,LINE,UNSPECIFIED,0.35,Yellow,Overprint,LINE,NORMAL,0.26,Black,Overprint,LINE,OPAQUE,0.64,Navi,0.07,0.1,0.08,0.0,Knockout,LACK,NORMAL,0.3,24.31,0,5.0,1.7,F47,0.6,1,DIN_A6_Hoch,Einseitig,angestrichen_altes_Profil,flyer
291x4vi7463sg153ato72t6u,r72t73h1-84m8-6102-zc96-252x4v3487y1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/395t3r96-a782-27hj-7v8i-m353qg1l2147/content/395t3r96-a782-27hj-7v8i-m353qg1l2147,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/395t3r96-a782-27hj-7v8i-m353qg1l2147/content/395t3r96-a782-27hj-7v8i-m353qg1l2147,2,choundesome4b.pdf,16468m80-3n35-8829-9x48-l51z2971ev21,29375j81-b115-8yt8-bp0t-tka0718g55ru,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i98vqt68-v9p8-7747-67y4-882997a7w877/thumbs/i98vqt68-v9p8-7747-67y4-882997a7w877,0.0,0.0,297,153,20.1,32.1,287,140,Cyan,Overprint,PRINTING,TRANSPARENT,0.95,PREFLIGHT_OK,2,2020-05-01 02:34:51,Magenta,Unspecified,LACK,OPAQUE,0.62,Yellow,Unchanged,PRINTING,OPAQUE,0.55,Black,Overprint,LACK,UNSPECIFIED,0.74,VarGlos,0.04,0.09,0.06,0.0,Unchanged,LACK,TRANSPARENT,0.62,12.86,0,5.0,1.9,undefinde,0.55,2,DIN_A4_Quer,Doppelseitig,gestrichen_neues_Profil,flyer
570v0hd5716mg077jkr14n3i,s93f39a8-99d9-8227-ei34-663v2i4546l7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/133j0o56-b217-83jz-8t1x-r307sr4d3976/content/133j0o56-b217-83jz-8t1x-r307sr4d3976,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/133j0o56-b217-83jz-8t1x-r307sr4d3976/content/133j0o56-b217-83jz-8t1x-r307sr4d3976,2,sfortun4c.pdf,74797g12-1p62-5848-0g99-t85o8413xn04,66857p75-q571-3rb6-cq4w-gwo9904d28ht,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/g66byb17-e5e2-1660-13z4-285509x6f671/thumbs/g66byb17-e5e2-1660-13z4-285509x6f671,0.0,0.0,200,153,20.1,32.1,187,139,Cyan,Knockout,PRINTING,TRANSPARENT,0.31,PREFLIGHT_OK,2,2016-11-25 20:55:51,Magenta,Knockout,PRINTING,UNSPECIFIED,0.09,Yellow,Overprint,LACK,OPAQUE,0.68,Black,Knockout,PRINTING,UNSPECIFIED,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.65,2,5.0,1.3,F47,0.42,2,Freies_Format,Doppelseitig,angestrichen_altes_Profil,flyer
596y3jn7021kt654aoc15u1j,w46g83y2-29e4-3794-vb96-977f2c3592h3,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/554r2i70-m508-60zf-1z5x-d954vn6m0118/content/554r2i70-m508-60zf-1z5x-d954vn6m0118,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/554r2i70-m508-60zf-1z5x-d954vn6m0118/content/554r2i70-m508-60zf-1z5x-d954vn6m0118,2,tspenclay4d.pdf,51450x88-4j85-0394-5j30-k84j6380ou38,08563v04-f257-9mk8-id2r-pja3342f14xj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/r25oig46-i4v2-5745-04y2-266457x2a533/thumbs/r25oig46-i4v2-5745-04y2-266457x2a533,0.0,0.0,297,210,15.1,32.1,286,195,Cyan,Knockout,PRINTING,OPAQUE,0.75,PREFLIGHT_OK,1,2021-09-10 19:41:32,Magenta,Knockout,PRINTING,UNSPECIFIED,0.9,Yellow,Unspecified,PRINTING,TRANSPARENT,0.85,Black,Overprint,LINE,OPAQUE,0.77,HD_Grau,0,0,0,302,Overprint,PRINTING,NORMAL,0.21,20.29,1,5.0,1.4,undefinde,0.36,1,DIN_A4_Quer,Einseitig,angestrichen_neues_Profil,flyer
186u2du1495oi725dev82k8k,y10a28o3-80s6-6630-qg12-454w9p0202w1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/093f6a23-m249-67mt-3u7l-v107xu9v3638/content/093f6a23-m249-67mt-3u7l-v107xu9v3638,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/093f6a23-m249-67mt-3u7l-v107xu9v3638/content/093f6a23-m249-67mt-3u7l-v107xu9v3638,2,wtennick4e.pdf,44845f47-1s03-7793-8k87-k50u3096oc52,59900b50-f167-4gi8-ix9x-vlx7331d13zr,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/r09tay96-t0t6-5890-91g4-486725i7j818/thumbs/r09tay96-t0t6-5890-91g4-486725i7j818,0.0,0.0,187,104,20.1,32.1,177,94,Black,Unspecified,PRINTING,UNSPECIFIED,0.58,PREFLIGHT_OK,1,2020-08-16 09:10:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Carrot,0.06,0.07,0.08,0.0,Knockout,PRINTING,TRANSPARENT,0.05,4.66,2,5.0,1.8,F47,0.38,2,Freies_Format,Doppelseitig,angestrichen_altes_Profil,flyer
794m4qk9223lf267gmt66v7g,y89k38a2-39d4-4507-vl01-238t8y5964s2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/147z9r11-v626-96cv-5j5d-j645zk8b3226/content/147z9r11-v626-96cv-5j5d-j645zk8b3226,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/147z9r11-v626-96cv-5j5d-j645zk8b3226/content/147z9r11-v626-96cv-5j5d-j645zk8b3226,2,ayansons4f.pdf,05879e63-4t78-3625-3g23-f58b7148ua30,12473w47-c962-7ck7-ez7i-lod0289v03lw,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z08kyk80-i9f8-0594-49o1-850126l3r691/thumbs/z08kyk80-i9f8-0594-49o1-850126l3r691,0.0,0.0,148,210,20.1,32.1,133,198,Cyan,Overprint,LINE,TRANSPARENT,0.87,PREFLIGHT_OK,2,2021-12-10 07:15:10,Magenta,Unchanged,LINE,UNSPECIFIED,0.13,Yellow,Unspecified,PRINTING,TRANSPARENT,0.68,Black,Knockout,LINE,NORMAL,0.44,VarGlos,0.09,0.07,0.09,0.0,Knockout,LINE,UNSPECIFIED,0.31,22.74,0,20,1.4,F39,0.89,1,DIN_A5_Hoch,Einseitig,gestrichen_altes_Profil,flyer
208o4ya0500wz712xcv09q9i,k65u71t8-72x1-6239-qe13-206w4o4782v0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/467a9a51-y969-93fo-5y7q-k647dt6p7531/content/467a9a51-y969-93fo-5y7q-k647dt6p7531,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/467a9a51-y969-93fo-5y7q-k647dt6p7531/content/467a9a51-y969-93fo-5y7q-k647dt6p7531,1,mfonteyne4g.pdf,30211z88-9f98-4730-8z10-h72o7068pn50,62040d68-i930-9kc8-sy5u-dzj4879z06es,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/v39duz66-h8b3-2654-04o9-332706c9x146/thumbs/v39duz66-h8b3-2654-04o9-332706c9x146,0.0,0.0,148,175,20.1,41.17,132,159,Cyan,Unchanged,LINE,UNSPECIFIED,0.49,PREFLIGHT_OK,2,2018-04-24 01:30:14,Magenta,Unchanged,LINE,NORMAL,0.58,Yellow,Unspecified,PRINTING,UNSPECIFIED,0.28,Black,Overprint,LACK,NORMAL,0.52,VarGlos,0.07,0.09,0.05,0.0,Overprint,LACK,NORMAL,0.36,5.28,0,5.0,1.2,F52,0.65,2,DIN_A5_Hoch,Doppelseitig,angestrichen_neues_Profil,flyer
040i4tb6275to680avz79v3r,r09l02v0-48o6-7493-xt05-860a4o4302d6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/054v0s46-d700-00pr-1i2w-a842fu8n7097/content/054v0s46-d700-00pr-1i2w-a842fu8n7097,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/054v0s46-d700-00pr-1i2w-a842fu8n7097/content/054v0s46-d700-00pr-1i2w-a842fu8n7097,2,rfranciottoi4h.pdf,66588k11-5r80-9365-9f11-z98d7995cv15,94832l93-j617-8eq4-af9a-fqu2855q47ct,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p65wwa75-k5r6-5665-65u6-263609h3f975/thumbs/p65wwa75-k5r6-5665-65u6-263609h3f975,0.0,0.0,148,175,20.1,41.17,137,162,Black,Knockout,PRINTING,UNSPECIFIED,0.01,PREFLIGHT_OK,1,2018-01-29 15:37:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.07,0,5.0,1.2,F47,0.14,2,DIN_A5_Hoch,Doppelseitig,angestrichen_altes_Profil,flyer
008a0ql0345gi591hqx78h0i,i62x93c7-38r6-4847-bq06-411o8d2122w4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/518o4g01-h162-35ox-9s0a-k701zu8a2126/content/518o4g01-h162-35ox-9s0a-k701zu8a2126,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/518o4g01-h162-35ox-9s0a-k701zu8a2126/content/518o4g01-h162-35ox-9s0a-k701zu8a2126,2,kmount4i.pdf,97432i22-2y46-9546-9g03-m97r2492mo35,19576h66-h572-9qf1-hv8o-bye9105p27eh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/x20xan19-g1i6-8600-87d4-888731y5x083/thumbs/x20xan19-g1i6-8600-87d4-888731y5x083,0.0,0.0,187,104,20.1,32.1,173,90,Cyan,Knockout,PRINTING,UNSPECIFIED,0.16,PREFLIGHT_OK,2,2018-11-04 04:58:37,Magenta,Overprint,PRINTING,OPAQUE,0.27,Yellow,Overprint,LINE,TRANSPARENT,0.75,Black,Overprint,LINE,NORMAL,0.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.04,0,5.0,1.8,F52,0.01,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,flyer
200x4oc4624mg606hmx30c4u,i19r74w7-41c5-1593-eq50-226c6x6822i7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/011c2w89-z715-28nr-5s7m-t678le1x8029/content/011c2w89-z715-28nr-5s7m-t678le1x8029,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/011c2w89-z715-28nr-5s7m-t678le1x8029/content/011c2w89-z715-28nr-5s7m-t678le1x8029,1,bandreia4j.pdf,59488h53-3p06-0197-8j36-e93j4045ue31,39805a95-o972-8wh1-rw6p-tnv1057s20vp,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u23ioj40-x5s7-7673-22c5-470261f1p652/thumbs/u23ioj40-x5s7-7673-22c5-470261f1p652,0.0,0.0,105,104,20.1,32.1,94,92,Cyan,Knockout,PRINTING,OPAQUE,0.03,PREFLIGHT_OK,2,2020-12-11 21:18:59,Magenta,Overprint,LACK,OPAQUE,0.19,Yellow,Knockout,LINE,OPAQUE,0.38,Black,Unspecified,PRINTING,OPAQUE,0.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.94,2,5.0,1,F52,0.37,1,DIN_A6_Hoch,Einseitig,angestrichen_neues_Profil,flyer
